FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
mw16990.txt,http://www.f0516881.xsph.ru,26,www.f0516881.xsph.ru,20,0,ru,61.58088235,0.923076923,0.0180132,0.014926914,2,2,0,0,0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,f0516881xsph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462368.txt,https://www.jazzdrummerworld.com,31,www.jazzdrummerworld.com,24,0,com,100,1,0.5229071,0.051101857,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,2255,12925,1,jazzdrummerworld,100,100,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,67,22,33,173,26,183,1
mw3092.txt,http://www.thewhistleblowers.org,31,www.thewhistleblowers.org,25,0,org,90.85714286,1,0.0799628,0.055800594,3,1,0,0,0,19,0.613,0,0,0,0,0,1,0.032,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw144804.txt,http://www.yatrataxi.com,24,www.yatrataxi.com,17,0,com,76.4158918,1,0.5229071,0.0611852,3,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428457.txt,https://www.lasdrogas.info,25,www.lasdrogas.info,18,0,info,100,1,0.0075051,0.056303107,4,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1308,13347,1,lasdrogas,100,100,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,43,29,28,243,15,255,1
8117751.txt,https://a02f4ce8-92b7-42ff-a257-ed5f2919c66d.id.repl.co/,56,a02f4ce8-92b7-42ff-a257-ed5f2919c66d.id.repl.co,47,0,co,34.95710121,0.204545455,0.0059772,0.028543195,2,2,0,0,0,21,0.375,19,0.339,0,0,0,8,0.143,1,198,869,1,a02f4ce8-92b7-42ff-a257-ed5f2919c66didrepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
442765.txt,https://www.wildginger.com,25,www.wildginger.com,18,0,com,100,1,0.5229071,0.054282277,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,251,244,1,wildginger,100,100,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,8,6,16,0,1,6,1
27144.txt,https://www.nyserda.ny.gov,25,www.nyserda.ny.gov,18,0,gov,100,0.8,0.0033282,0.053804518,3,2,0,0,0,11,0.44,0,0,0,0,0,2,0.08,1,1652,1654,1,nyserdany,0,0,1,0,1,0,0,0,0,9,0,1,1,0,0,0,1,0,1,17,18,32,154,0,11,1
566733.txt,https://www.killyhevlin.com,26,www.killyhevlin.com,19,0,com,100,1,0.5229071,0.049370061,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1016,2828,1,killyhevlin,100,100,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,25,1,13,31,1,41,1
222462.txt,https://www.francesausten.com,28,www.francesausten.com,21,0,com,100,1,0.5229071,0.065354413,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,6379,119803,1,francesausten,100,100,1,0,1,0,0,1,0,23,1,1,1,1,1,1,1,0,1,127,19,50,90,0,28,1
598798.txt,https://www.destinationochie.com,31,www.destinationochie.com,24,0,com,100,1,0.5229071,0.068782996,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,2058,2911,1,destinationochie,100,100,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,313,5,24,162,0,11,1
mw12733.txt,http://www.googlmail.net,23,www.googlmail.net,17,0,net,66.80272109,1,0.0384199,0.06369596,3,1,0,0,0,11,0.478,0,0,0,0,0,1,0.043,0,2,478,1,googlmail,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439625.txt,https://www.clintonschool.uasys.edu,34,www.clintonschool.uasys.edu,27,0,edu,100,0.736842105,0.0115013,0.060468118,3,2,0,0,0,20,0.588,0,0,0,0,0,2,0.059,1,899,897,1,clintonschooluasys,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,21,7,15,108,7,59,1
8092794.txt,http://l1nq.com/xa8s3,21,l1nq.com,8,0,com,60.40816327,0.75,0.5229071,0.040319665,3,0,0,0,0,9,0.429,3,0.143,0,0,0,2,0.095,0,8,78,1,l1nqxa8s3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mw22538.txt,http://www.hideme101.info,24,www.hideme101.info,18,0,info,57.41496599,1,0.0075051,0.041648856,4,1,0,0,0,9,0.375,3,0.125,0,0,0,1,0.042,0,2,33,0,0,11.11111111,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809111.txt,https://www.btchallenge.com,26,www.btchallenge.com,19,0,com,100,1,0.5229071,0.060146827,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,2550,29899,1,btchallenge,100,100,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,35,14,21,30,0,47,1
mw79289.txt,http://www.asia.gp,17,www.asia.gp,11,0,gp,76.53061224,1,0.000006,0.062036415,2,1,0,0,0,5,0.294,0,0,0,0,0,1,0.059,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8090642.txt,https://aol-mail-101379.weeblysite.com/,39,aol-mail-101379.weeblysite.com,30,0,com,40.86021505,0.653846154,0.5229071,0.048248308,3,1,0,0,0,20,0.513,6,0.154,0,0,0,5,0.128,1,273,20230,1,aol-mail-101379weeblysite,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
657841.txt,https://www.paknohay.com,23,www.paknohay.com,16,0,com,100,1,0.5229071,0.057654964,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1969,31122,1,paknohay,100,100,1,0,0,0,0,0,0,17,0,1,1,1,0,1,1,0,1,33,5,17,155,0,194,1
632393.txt,https://www.iamherapparel.com,28,www.iamherapparel.com,21,0,com,100,1,0.5229071,0.064312554,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1848,8585,1,iamherapparel,100,100,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,76,2,21,74,1,23,1
789329.txt,https://www.interbering.com,26,www.interbering.com,19,0,com,100,1,0.5229071,0.063562065,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1254,969,1,interbering,100,100,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,24,1,3,0,0,32,1
253330.txt,https://www.keephappifeet.com,28,www.keephappifeet.com,21,0,com,100,1,0.5229071,0.057512231,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,381,493,1,keephappifeet,100,100,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,20,10,8,0,2,4,1
416489.txt,https://www.vitalitymedical.com,30,www.vitalitymedical.com,23,0,com,100,1,0.5229071,0.058980576,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,5260,71626,1,vitalitymedical,100,100,1,1,1,1,1,1,0,15,1,1,1,1,1,0,1,0,1,47,5,20,157,2,144,1
715290.txt,https://www.angenieux.com,24,www.angenieux.com,17,0,com,100,1,0.5229071,0.061638675,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,1154,8047,1,angenieux,100,100,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,57,5,2,146,2,156,1
8097361.txt,https://www.jreast.co.jp.iridescenti.xyz/,41,www.jreast.co.jp.iridescenti.xyz,32,0,xyz,44.5460943,0.5,0.0017496,0.053323312,3,4,0,0,0,24,0.585,0,0,0,0,0,5,0.122,1,19,456,1,jreastcojpiridescenti,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0
7982597.txt,https://cranky-almeida.109-71-253-24.plesk.page/app/,51,cranky-almeida.109-71-253-24.plesk.page,39,0,page,23.78189685,0.323529412,0.0001446,0.038672132,4,2,0,0,0,25,0.49,10,0.196,0,0,0,8,0.157,1,28,154,1,cranky-almeida109-71-253-24pleskapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
8027553.txt,https://bper-sistema-supporto.soon.it/application/mobile/public/webapp/digital-login/,84,bper-sistema-supporto.soon.it,29,0,it,13.40702234,0.346153846,0.012178,0.057306715,2,1,0,0,0,66,0.786,0,0,0,0,0,10,0.119,1,15,155,1,bper-sistema-supportosoonapplicationmobilepublicwebappdigal-login,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8016925.txt,https://sipu-1k.web.app/,23,sipu-1k.web.app,15,0,app,61.30514706,0.545454545,0.001502,0.037385196,3,1,0,0,0,11,0.478,1,0.043,0,0,0,3,0.13,1,2,2356,1,sipu-1kweb,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
860675.txt,https://www.nortoninternetsecurity.cc,36,www.nortoninternetsecurity.cc,29,0,cc,100,1,0.0010349,0.064498918,2,1,0,0,0,23,0.639,0,0,0,0,0,1,0.028,1,894,4280,1,nortoninternetseurity,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,1,2,4,10,206,0,209,1
op569.txt,http://grupwaaa11135117.hsheuqs-xxpy.my.id/vhsfhqpdhdsih6/,58,grupwaaa11135117.hsheuqs-xxpy.my.id,35,0,id,18.40313725,0.53125,0.0014653,0.028797511,2,2,0,0,0,36,0.621,9,0.155,0,0,0,6,0.103,0,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894189.txt,https://www.health.families.com,30,www.health.families.com,23,0,com,100,0.6,0.5229071,0.060278448,3,2,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,588,1820,1,healthfamilies,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,7,4,7,7,0,81,1
167869.txt,https://www.varindia.com,23,www.varindia.com,16,0,com,100,1,0.5229071,0.062554663,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,2825,1291,1,varindia,100,100,1,1,1,1,1,1,0,2,0,1,1,1,0,0,0,1,1,205,8,16,284,1,226,1
oph12004.txt,http://security-page-community-standards.blogspot.li/,53,security-page-community-standards.blogspot.li,45,0,li,31.9914117,0.238095238,0.0001166,0.055947534,2,1,0,0,0,40,0.755,0,0,0,0,0,6,0.113,0,11,97,1,security-page-community-standardsblogspot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7972399.txt,https://mdftcmteppmt.web.app/,28,mdftcmteppmt.web.app,20,0,app,53.26190476,0.8125,0.001502,0.047899586,3,1,0,0,0,18,0.643,0,0,0,0,0,2,0.071,1,3,24462,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0
838687.txt,https://www.pressreporter.com,28,www.pressreporter.com,21,0,com,100,1,0.5229071,0.067389627,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,826,4897,1,pressreporter,100,100,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,36,10,15,113,0,55,1
8066956.txt,https://ipfs.io/ipfs/qmwtqhsw2ysaousnejoyhrj4typwws6mbgmsmdtqzqi9ua,67,ipfs.io,7,0,io,13.83702001,1,0.0129268,0.038249237,2,0,0,0,0,52,0.776,4,0.06,0,0,0,3,0.045,1,9,75,1,ipfsipfsqmwtqhsw2ysaousnejoyhrj4typwws6mbgmsmdtqzqi9ua,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169075.txt,https://www.mcad.edu,19,www.mcad.edu,12,0,edu,100,1,0.0115013,0.060984035,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,2234,36376,1,mcad,100,100,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,18,36,26,279,0,13,1
640449.txt,https://www.kitska.com.au,24,www.kitska.com.au,17,0,au,100,0.7,0.0100856,0.06058749,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,2165,6582,1,kitskcom,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,34,17,44,64,2,73,1
640273.txt,https://www.qma.as,17,www.qma.as,10,0,as,100,1,0.0000533,0.056566229,2,1,0,0,0,4,0.235,0,0,0,0,0,1,0.059,1,355,1401,1,qm,66.66666667,66.66666667,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,12,15,7,38,3,16,1
122892.txt,https://www.arewewebyet.org,26,www.arewewebyet.org,19,0,org,100,1,0.0799628,0.059959372,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,419,154,1,arewewebyet,100,100,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,3,2,52,0,51,1
8088871.txt,https://na-outlook-drive-share.firebaseapp.com/,47,na-outlook-drive-share.firebaseapp.com,38,0,com,49.28617089,0.352941176,0.5229071,0.060853284,3,1,0,0,0,33,0.702,0,0,0,0,0,6,0.128,1,45,117,1,na-outlook-drive-sharefirebaseapp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8012827.txt,https://zuryurdierapackcompletoen.filesusr.com/html/8bb1c6_ccddfb2daf90053beb52874964b81d32.html,95,zuryurdierapackcompletoen.filesusr.com,38,0,com,11.62877287,0.764705882,0.5229071,0.037878003,3,1,0,0,0,60,0.632,21,0.221,0,0,0,6,0.063,1,2,104,0,0,0,1.219512195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw78164.txt,http://www.anisweb.org,21,www.anisweb.org,15,0,org,89.80716253,1,0.0799628,0.060633129,3,1,0,0,0,9,0.429,0,0,0,0,0,1,0.048,0,11,75,1,anisweb,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
105444.txt,https://www.eatliverun.com,25,www.eatliverun.com,18,0,com,100,1,0.5229071,0.063290547,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1277,9381,1,eatliverun,100,100,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,39,9,20,161,1,176,1
8002153.txt,https://relationmutuel2022.web.app/,34,relationmutuel2022.web.app,26,0,app,43.65548981,0.863636364,0.001502,0.047079551,3,1,0,0,0,20,0.588,4,0.118,0,0,0,2,0.059,1,108,8125,1,relationmutuel2022web,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
mw159053.txt,http://www.feichang114.com,26,www.feichang114.com,19,0,com,80.66666667,1,0.5229071,0.048144499,3,1,0,0,0,11,0.423,3,0.115,0,0,0,1,0.038,0,14,600,1,feichang114,100,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
8011209.txt,https://qwas-26150.firebaseapp.com/,34,qwas-26150.firebaseapp.com,26,0,com,65.70644719,0.772727273,0.5229071,0.043674377,3,1,0,0,0,18,0.529,5,0.147,0,0,0,3,0.088,1,108,8125,1,qwas-26150firebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
828328.txt,https://www.mse.co.mw,20,www.mse.co.mw,13,0,mw,100,0.666666667,0.000016,0.073968418,2,2,0,0,0,6,0.3,0,0,0,0,0,2,0.1,1,1511,293,1,seco,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,31,12,14,0,6,120,1
489962.txt,https://www.hakenaudio.com,25,www.hakenaudio.com,18,0,com,100,1,0.5229071,0.06273754,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,2741,14038,1,hakenaudio,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,46,4,15,66,1,9,1
724981.txt,https://www.war-stories.com,26,www.war-stories.com,19,0,com,100,0.727272727,0.5229071,0.067775696,3,1,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,1031,1770,1,war-stories,100,100,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,10,1,2,81,0,116,1
174327.txt,https://www.sarsefiling.co.za,28,www.sarsefiling.co.za,21,0,za,100,0.857142857,0.0018398,0.056751965,2,2,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,232,1448,1,sarsefilingco,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,17,1,5,0,0,19,1
564250.txt,https://www.mungavision.com,26,www.mungavision.com,19,0,com,100,1,0.5229071,0.060706708,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1252,2677,1,mungavision,100,100,0,0,1,0,0,1,0,19,0,1,1,0,1,1,1,0,1,14,4,25,25,0,17,1
mw160658.txt,http://www.a-c-sky.rozblog.com,29,www.a-c-sky.rozblog.com,23,0,com,66.59279778,0.533333333,0.5229071,0.055745206,3,2,0,0,0,14,0.483,0,0,0,0,0,4,0.138,0,15,155,1,a-c-skyrozblog,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw154422.txt,http://www.metzgerconsulting.com,32,www.metzgerconsulting.com,25,0,com,80.04535147,1,0.5229071,0.059767872,3,1,0,0,0,20,0.625,0,0,0,0,0,1,0.031,0,8,41,1,metzgerconsulting,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686937.txt,https://www.cna.nl.ca,20,www.cna.nl.ca,13,0,ca,100,0.666666667,0.0101825,0.064198603,2,2,0,0,0,6,0.3,0,0,0,0,0,2,0.1,1,1572,1665,1,nanl,0,0,1,0,1,0,0,1,3,2,0,1,1,1,0,1,0,0,1,29,4,6,109,1,23,1
527340.txt,https://www.fiberartnow.net,26,www.fiberartnow.net,19,0,net,100,1,0.0384199,0.059162393,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,2095,9381,1,fiberartnow,100,100,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,33,41,44,113,13,144,1
7846210.txt,https://file2635.myportfolio.com/,32,file2635.myportfolio.com,24,0,com,74.41666667,0.8,0.5229071,0.049889766,3,1,0,0,0,18,0.562,4,0.125,0,0,0,2,0.062,1,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251425.txt,https://www.socioplus.com.ar,27,www.socioplus.com.ar,20,0,ar,100,0.769230769,0.0020445,0.066942636,2,2,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,640,272,1,sociopluscom,0,0,1,0,1,0,0,1,0,2,1,0,1,0,0,0,0,0,1,25,3,16,0,0,7,1
253359.txt,https://www.kolayrecete.com,26,www.kolayrecete.com,19,0,com,100,1,0.5229071,0.06847308,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,600,308,1,kolayrecete,100,100,1,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,1,8,8,8,6,4,12,1
8058356.txt,https://acessodasuafaturaluiza.com/?gclid=eaiaiqobchmi39lv473a_qiv5xpuar0wzq2leaayasaaegkbkpd_bwe,97,acessodasuafaturaluiza.com,26,0,com,13.68233528,1,0.5229071,0.045799329,3,0,0,0,0,75,0.773,8,0.082,1,1,0,4,0.062,1,2,105,0,0,0,1.19047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8053549.txt,http://iyzjmwanvn.dubblehealth.club/vnafvra97w/?q=3717065149&id=100,67,iyzjmwanvn.dubblehealth.club,28,0,club,18.60200364,0.565217391,0.0006227,0.02958651,4,1,0,0,0,37,0.552,15,0.224,2,1,0,5,0.119,0,2,75,0,0,0,1.886792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7477157.txt,https://webmail-cisco.firebaseapp.com/,37,webmail-cisco.firebaseapp.com,29,0,com,64.74038843,0.48,0.5229071,0.061041259,3,1,0,0,0,26,0.703,0,0,0,0,0,3,0.081,1,2,27542,1,webmail-ciscofirebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
8064934.txt,https://aara-tech.com/,22,aara-tech.com,13,0,com,83.60101437,0.555555556,0.5229071,0.07135002,3,0,0,0,0,11,0.5,0,0,0,0,0,3,0.136,1,15,155,1,aara-tech,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482001.txt,https://www.fiasi.org,20,www.fiasi.org,13,0,org,100,1,0.0799628,0.063275519,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1829,8456,1,fiasi,100,100,0,0,1,1,1,0,5,0,1,1,1,1,1,1,0,0,1,35,25,37,90,0,43,1
mw131304.txt,http://www.samane-eblaghee.gq,29,www.samane-eblaghee.gq,22,0,gq,48.7534626,0.6,0.000053,0.057822496,2,1,0,0,0,16,0.552,0,0,0,0,0,2,0.069,0,20,216,1,samane-eblaghee,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227434.txt,https://www.racingaspirations.com,32,www.racingaspirations.com,25,0,com,100,1,0.5229071,0.065455633,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,584,9381,1,racingaspirations,100,100,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,13,8,16,16,0,31,1
452422.txt,https://www.reluctant-messenger.com,34,www.reluctant-messenger.com,27,0,com,100,0.526315789,0.5229071,0.06565676,3,1,0,0,0,20,0.588,0,0,0,0,0,2,0.059,1,1109,629,1,reluctant-messenger,100,100,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,14,1,6,2,0,16,1
770233.txt,https://www.legorreta.eus,24,www.legorreta.eus,17,0,eus,100,1,0.0001069,0.066798742,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,4343,2710,1,legorreta,100,100,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,37,44,44,153,3,67,1
467151.txt,https://www.thesaltypalm.com,27,www.thesaltypalm.com,20,0,com,100,1,0.5229071,0.057382781,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1588,1449,1,thesaltypalm,100,100,1,1,1,0,0,1,0,4,0,1,1,1,0,1,1,0,1,89,7,18,142,0,149,1
mw208088.txt,http://www.tbwysx.cn,19,www.tbwysx.cn,13,0,cn,64.19753086,1,0.0033218,0.033489094,2,1,0,0,0,7,0.368,0,0,0,0,0,1,0.053,0,9,50,1,tbwysx,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793226.txt,https://www.nsg.gov.in,21,www.nsg.gov.in,14,0,in,100,0.571428571,0.0050842,0.049467859,2,2,0,0,0,7,0.333,0,0,0,0,0,2,0.095,1,817,9314,1,nsggov,0,0,1,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,33,6,9,69,3,47,1
58445.txt,https://www.bdangouleme.com,26,www.bdangouleme.com,19,0,com,100,1,0.5229071,0.062571906,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,3081,273,1,bdangouleme,100,100,1,1,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,91,3,22,231,63,46,1
8073797.txt,https://qauik-aop.web.app/,26,qauik-aop.web.app,17,0,app,58.05459439,0.461538462,0.001502,0.046976902,3,1,0,0,0,14,0.538,0,0,0,0,0,4,0.154,1,108,8125,1,qauik-aopweb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
616632.txt,https://www.century21bhj.com,27,www.century21bhj.com,20,0,com,100,0.75,0.5229071,0.043888912,3,1,0,0,0,12,0.444,2,0.074,0,0,0,1,0.037,1,1007,1328,1,century21bhj,100,100,1,0,1,1,0,1,0,2,0,1,1,1,0,0,0,0,1,14,3,20,64,0,83,1
oph02290.txt,http://3636678.com/,19,3636678.com,11,0,com,73.8292011,1,0.5229071,0.024276543,3,0,0,0,0,3,0.158,7,0.368,0,0,0,2,0.105,0,4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8125547.txt,https://bafybeifu2lxnvdgozeaeh56jri3y45hq34w4n7p6rsttjovypztneumzja.ipfs.cf-ipfs.com/,85,bafybeifu2lxnvdgozeaeh56jri3y45hq34w4n7p6rsttjovypztneumzja.ipfs.cf-ipfs.com,76,0,com,10.63693924,0.291666667,0.5229071,0.036310089,3,2,0,0,0,61,0.718,11,0.129,0,0,0,5,0.059,1,90,394,1,bafybeifu2lxnvdgozeaeh56jri3y45hq34w4n7p6rsttjovypztneumzjaipfscf-ipfs,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,2,0
8057467.txt,https://hyt-090.firebaseapp.com/,32,hyt-090.firebaseapp.com,23,0,com,65.52777778,0.789473684,0.5229071,0.047195361,3,1,0,0,0,17,0.531,3,0.094,0,0,0,4,0.125,1,108,8125,1,hyt-090firebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
mw76503.txt,http://www.896851.com,20,www.896851.com,14,0,com,78.54545455,1,0.5229071,0.022646383,3,1,0,0,0,2,0.1,6,0.3,0,0,0,1,0.05,0,9,50,1,896851,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw34683.txt,http://www.conpastcon.com,24,www.conpastcon.com,18,0,com,78.7755102,1,0.5229071,0.071494011,3,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72231.txt,https://www.aacp.org,19,www.aacp.org,12,0,org,100,1,0.0799628,0.070885353,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,1084,861,1,aacp,100,100,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,13,5,4,135,0,19,1
764572.txt,https://www.thefloridapost.com,29,www.thefloridapost.com,22,0,com,100,1,0.5229071,0.06117018,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,886,9297,1,thefloridapost,100,100,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,43,6,16,128,0,139,1
